date,precipitation_mm,precipitation_efficiency_pct,sp_kg,gmh_kg,grid_area_m2
2025-09-06,0.0,0.0,0.0,402471032003.94403,487253809198.0115
2025-09-07,0.0,0.0,0.0,779649503892.543,487253809198.0115
2025-09-08,0.0,0.0,0.0,341856678848.2511,487253809198.0115
2025-09-09,0.03935385914359007,6.481594436866186,19175317774.356255,295842604179.15643,487253809198.0115
2025-09-10,0.32129302570272766,8.881790240592222,156551250642.40866,1762609185780.2095,487253809198.0115
2025-09-11,5.604353618004821,48.88395166312874,2730742648465.5063,5586174103279.787,487253809198.0115
2025-09-12,0.23403375320373798,4.329552909539939,114033837729.42865,2633847884804.9453,487253809198.0115
2025-09-13,0.10401444827773057,3.655810643922782,50681436134.953766,1386325525891.331,487253809198.0115
2025-09-14,0.6433459829707968,10.412646250227153,313472780834.75977,3010500628770.725,487253809198.0115
2025-09-15,1.5112456396375948,14.215296702120678,736360194547.3035,5180055048991.353,487253809198.0115
2025-09-16,0.16466832114130023,2.283760638961386,80235266730.33998,3513295805239.4473,487253809198.0115
2025-09-17,0.013504589988289392,0.6390907387102585,6580162913.451336,1029613248148.5627,487253809198.0115
2025-09-18,0.11307044415495236,2.505090524223418,55094004622.21157,2199281985599.734,487253809198.0115
2025-09-19,0.5059804456798161,10.124545034530986,246540899537.19794,2435081267319.5723,487253809198.0115
2025-09-20,0.8613460523134389,9.453984096141367,419694145027.39276,4439336270924.027,487253809198.0115
2025-09-21,1.93597807827081,18.052990465022166,943312693161.2982,5225243402133.154,487253809198.0115
2025-09-22,1.7163355031555148,15.43294177941015,836291011774.3102,5418869738043.38,487253809198.0115
2025-09-23,0.0,0.0,0.0,640421083025.7089,487253809198.0115
2025-09-24,1.4089794546682632,21.65462099400272,686530606368.8481,3170365376327.685,487253809198.0115
2025-09-25,1.0779930298609162,14.041149124421443,525256210088.63715,3740834923368.71,487253809198.0115
2025-09-26,0.2500073379320671,5.007399239536559,121817027734.85419,2432740468805.2896,487253809198.0115
2025-09-27,0.0,0.0,0.0,1535186981824.807,487253809198.0115
2025-09-28,0.13393406765904373,3.225987732729465,65259884648.25326,2022942740487.0427,487253809198.0115
2025-09-29,0.05823757085476745,2.5063449547609724,28376478237.42453,1132185662772.456,487253809198.0115
2025-09-30,1.3526844348892453,20.22689308507045,659100643542.6443,3258536250577.8457,487253809198.0115
2025-10-01,5.196224369098498,61.792709732708026,2531880117290.7773,4097376742730.2285,487253809198.0115
2025-10-02,0.03538973444306381,1.6659210085624752,17243782913.88891,1035090068812.3615,487253809198.0115
2025-10-03,0.1337549635682512,1.9418057872018022,65172615497.771645,3356289075216.2837,487253809198.0115
2025-10-04,1.0875958431038553,8.590913234884432,529935217420.27637,6168555110863.079,487253809198.0115
2025-10-05,2.55192564891154,16.464848486864195,1243435493222.2551,7552061558381.659,487253809198.0115
2025-10-06,0.6278977634565464,6.048532562576896,305945577031.1142,5058178555969.784,487253809198.0115
2025-10-07,3.015096368996409,14.745303602818932,1469117190892.5935,9963288857692.527,487253809198.0115
2025-10-08,1.9986939609488694,8.27815819377547,973871245893.3982,11764346888486.3,487253809198.0115
2025-10-09,0.7235583509175127,4.51625012572761,352556562661.5896,7806400284456.997,487253809198.0115
2025-10-10,1.664828848395841,10.872772922809993,811194198043.6123,7460784877993.798,487253809198.0115
2025-10-11,1.1986057538904322,9.411740947211953,584025219309.7673,6205283619528.154,487253809198.0115
2025-10-12,0.01602269214592481,0.4049589912607599,7807117781.708923,1927878612449.8687,487253809198.0115
2025-10-13,0.014626388698725054,0.492764787612017,7126763608.264529,1446281022392.3416,487253809198.0115
2025-10-14,5.008978315333117,36.20001342066186,2440643764336.2993,6742107346687.486,487253809198.0115
2025-10-15,0.42297362845777964,5.550210841902905,206095511656.35754,3713291576247.5273,487253809198.0115
2025-10-16,4.223150064760509,28.597279507191963,2057745955869.3872,7195600390421.341,487253809198.0115
2025-10-17,0.12595315007844926,2.17473270769931,61371152156.21323,2822008973283.8433,487253809198.0115
2025-10-18,0.04395066906106146,0.8042211414615817,21415130916.803387,2662841078497.8604,487253809198.0115
2025-10-19,0.0,0.0,0.0,1819703019575.2246,487253809198.0115
